,0
3842,4522.38
3843,4525.0054
3844,4500.275
3845,4393.971
3846,3925.7673
3847,3241.407
3848,2916.4053
3849,2876.5627
3850,2801.0024
3851,2018.1038
3852,1383.9225
3853,876.51697
3854,575.4531
3855,382.85742
3856,371.2938
3857,330.97827
3858,549.3341
3859,1299.8071
3860,1721.6085
3861,1707.2695
3862,2354.9944
3863,2938.4077
3864,3308.1377
3865,3684.5503
3866,3946.498
3867,4162.57
3868,4165.616
3869,4160.5625
3870,4234.9736
3871,4311.021
3872,4182.198
3873,3477.0322
3874,3208.1235
3875,2765.782
3876,2185.869
3877,1607.254
3878,1158.2533
3879,653.12177
3880,375.5321
3881,425.34308
3882,252.91866
3883,247.92924
3884,527.88947
3885,423.08755
3886,773.40576
3887,1004.14856
3888,2845.138
3889,5359.4834
3890,6101.9116
3891,5480.0073
3892,4887.766
3893,4430.311
3894,4502.5107
3895,4772.273
3896,4746.307
3897,5096.0728
3898,5519.7856
3899,5499.5366
3900,6091.905
3901,6078.492
3902,6151.4727
3903,5701.6045
3904,5698.5093
3905,5644.643
3906,4339.497
3907,4376.4556
3908,4347.4946
3909,4327.681
3910,2954.401
3911,3187.3787
3912,3197.411
3913,2240.4783
3914,2670.7502
3915,2431.1409
3916,2187.8035
3917,2440.4395
3918,2434.8733
3919,1859.5884
3920,1902.4436
3921,1904.531
3922,1083.4336
3923,1064.0707
3924,1053.7744
3925,711.2421
3926,737.06024
3927,700.7973
3928,527.44666
3929,498.10754
3930,511.3597
3931,511.9554
3932,475.29282
3933,472.4477
3934,539.605
3935,506.00888
3936,1035.8395
3937,1050.0118
3938,1018.6797
3939,2932.2512
3940,2902.332
3941,5204.8555
3942,5780.7935
3943,5819.2847
3944,5364.1353
3945,5316.174
3946,4909.9614
3947,4924.4243
3948,4547.7573
3949,4553.3027
3950,4744.1934
3951,4993.968
3952,4977.065
3953,5211.472
3954,5615.8096
3955,6342.5103
3956,5902.092
3957,4659.829
3958,3396.205
3959,2952.5115
3960,2841.3105
3961,2189.5422
3962,1317.0361
3963,725.0653
3964,567.09717
3965,443.39914
3966,495.5372
3967,970.873
3968,2904.1223
3969,5419.1553
3970,5909.515
3971,5587.676
3972,4945.7705
3973,4605.852
3974,4939.7104
3975,5148.8413
3976,5122.2173
3977,5451.4897
3978,5793.1714
3979,6186.0586
3980,5850.725
3981,4486.4546
3982,3439.0242
3983,2953.302
3984,2781.0593
3985,1982.7542
3986,1262.3217
3987,761.4016
3988,685.91974
3989,452.87677
3990,643.32263
3991,1181.5983
3992,3083.5562
3993,5532.14
3994,6251.2393
3995,5728.569
3996,5042.996
3997,4825.0557
3998,5038.475
3999,5013.7446
4000,4967.6436
4001,5286.542
4002,5595.1597
4003,5583.154
4004,6154.447
4005,5818.597
4006,5807.8486
4007,5802.716
4008,4556.029
4009,3398.9634
4010,3231.154
4011,3147.2458
4012,2550.628
4013,1632.9175
4014,955.76776
4015,818.89215
4016,536.1511
4017,563.1049
4018,498.44504
4019,899.5283
4020,906.9018
4021,2706.2998
4022,2710.2053
4023,5498.204
4024,5510.6094
4025,5963.7104
4026,5951.647
4027,5640.324
4028,5636.5884
4029,5205.4097
4030,5231.4917
4031,4835.022
4032,4849.7915
4033,5152.9355
4034,5147.1973
4035,5280.5786
4036,5090.5083
4037,5198.9966
4038,5206.3975
4039,5307.8755
4040,5899.871
4041,5898.129
4042,5877.829
4043,6246.4497
4044,6353.454
4045,5862.791
4046,5932.616
4047,5939.0483
4048,4853.9565
4049,4796.3613
4050,3781.5042
4051,3811.116
4052,3245.826
4053,3311.663
4054,3250.87
4055,3096.539
4056,3141.1367
4057,3099.8623
4058,2729.0945
4059,2765.4067
4060,2754.4045
4061,1872.0675
4062,1946.6547
4063,1906.1564
4064,1342.5736
4065,1344.9381
4066,1338.2323
4067,908.1826
4068,713.6532
4069,536.68414
4070,494.039
4071,597.05536
4072,593.9564
4073,535.162
4074,988.9527
4075,982.3116
4076,978.36676
4077,1896.455
4078,1934.2897
4079,1943.6764
4080,2668.9604
4081,2657.5454
4082,2646.5476
4083,3520.597
4084,3511.8127
4085,3528.8574
4086,3917.266
4087,3917.124
4088,3905.4414
4089,4010.527
4090,4023.4324
4091,4446.529
4092,4432.17
4093,4620.319
4094,4607.7314
4095,4588.4683
4096,4597.755
4097,4672.4204
4098,4495.1304
4099,4571.159
4100,4551.017
4101,4389.221
4102,3941.085
4103,3274.046
4104,2937.1528
4105,3014.3606
4106,2924.561
4107,2033.8853
4108,1498.7461
4109,994.0139
4110,765.65735
4111,521.84625
4112,518.35065
4113,761.4738
4114,1813.9453
4115,2115.5657
4116,2597.1226
4117,4025.2625
4118,3562.9248
4119,3828.6028
4120,4093.742
4121,5133.621
4122,4845.34
4123,4434.4907
4124,4448.509
4125,4369.4136
4126,3695.7026
4127,3338.285
4128,2921.2856
4129,2399.6738
4130,1866.1993
4131,1244.4622
4132,756.8399
4133,296.90414
4134,164.4848
4135,226.85954
4136,734.7696
4137,2643.788
4138,5193.2876
4139,5929.4644
4140,5401.5864
4141,4669.568
4142,4390.062
4143,4507.35
4144,4775.365
4145,4734.3364
4146,5040.6826
4147,5446.9976
4148,6020.4185
4149,5609.3066
4150,4229.5635
4151,3016.081
4152,2569.9429
4153,2424.2632
4154,1864.9713
4155,1172.3295
4156,618.27484
4157,485.23026
4158,300.60568
4159,356.98608
4160,817.89655
4161,2663.7527
4162,4999.6064
4163,5585.3564
4164,5584.367
4165,5147.3843
4166,4756.1323
4167,4454.8306
4168,4646.596
4169,4942.3896
4170,4908.085
4171,5203.3066
4172,5643.7676
4173,6232.1084
4174,5786.8535
4175,4557.252
4176,3321.685
4177,2827.553
4178,2720.9585
4179,2089.6914
4180,1314.5112
4181,738.0789
4182,447.08557
4183,340.92096
4184,420.94794
4185,888.58203
4186,2758.8982
4187,5322.3145
4188,5850.2656
4189,5512.847
4190,4823.979
4191,4495.7017
4192,4813.316
4193,4979.715
4194,4930.3784
4195,5256.227
4196,5653.99
4197,6259.1763
4198,5870.8804
4199,4586.8423
4200,3422.021
4201,2990.1077
4202,2763.8037
4203,2018.7557
4204,1373.7477
4205,779.8871
4206,572.46313
4207,412.75797
4208,430.27893
4209,944.3561
4210,2790.6985
4211,5342.745
4212,5339.4653
4213,6035.752
4214,5524.4033
4215,5522.758
4216,4884.0034
4217,4520.3535
4218,4895.461
4219,5087.8145
4220,5013.5674
4221,5307.5425
4222,5672.8374
4223,6278.8164
4224,5860.1416
4225,4540.7437
4226,3491.3467
4227,3004.7012
4228,2843.5254
4229,2299.0918
4230,1499.7979
4231,758.35474
4232,617.8756
4233,492.5215
4234,485.35516
4235,880.38324
4236,2513.7422
4237,5174.169
4238,5935.163
4239,5416.6685
4240,4973.5425
4241,4623.4424
4242,4782.061
4243,5081.05
4244,5142.878
4245,5419.9956
4246,5704.5947
4247,6137.432
4248,5751.038
4249,4638.577
4250,3602.482
4251,3059.7454
4252,2969.7766
4253,2547.2002
4254,1770.3453
4255,1060.6326
4256,717.7883
4257,517.5102
4258,266.67285
4259,322.498
4260,682.52496
4261,1691.333
4262,2410.8745
4263,3384.2566
4264,3798.717
4265,3829.0232
4266,4304.7783
4267,4500.8877
4268,4551.054
4269,4533.2935
4270,4586.253
4271,4579.957
4272,4640.491
4273,4628.2583
4274,4633.487
4275,4506.3584
4276,4482.0166
4277,4496.3896
4278,3901.1685
4279,3854.5742
4280,3898.428
4281,3318.0322
4282,3351.901
4283,2811.9763
4284,2827.7603
4285,2782.1726
4286,2875.8943
4287,2859.0447
4288,2839.5596
4289,1983.5808
4290,1970.7467
4291,1277.9424
4292,1293.4045
4293,1279.9546
4294,735.7102
4295,750.3323
4296,762.9065
4297,563.7764
4298,602.589
4299,344.4789
4300,345.34357
4301,315.1785
4302,299.92932
4303,304.55255
4304,578.6753
4305,568.53864
4306,1383.7157
4307,1745.5664
4308,2407.0415
4309,2999.3496
4310,3348.6003
4311,3717.9265
4312,4019.9265
4313,4214.9307
4314,4203.962
4315,4272.8105
4316,4286.7944
4317,4161.902
4318,3473.659
4319,3126.9138
4320,2681.4883
4321,2267.5942
4322,1733.7667
4323,1206.0868
4324,557.19
4325,353.11877
4326,209.35054
4327,273.31934
4328,789.08307
4329,2629.158
4330,5186.3013
4331,5875.0376
4332,5276.244
4333,4709.391
4334,4323.7144
4335,4507.4243
4336,4747.581
4337,4712.2046
4338,5046.685
4339,5429.8354
4340,6054.82
4341,5631.094
4342,4310.496
4343,3127.8796
4344,2639.684
4345,2416.6042
4346,1855.6328
4347,1154.447
4348,716.89307
4349,491.82846
4350,375.34323
4351,448.02072
4352,933.15344
4353,2779.202
4354,5177.849
4355,5791.1616
4356,5312.727
4357,4887.6855
4358,4553.7627
4359,4753.9526
4360,5032.367
4361,4977.436
4362,5282.327
4363,5624.4624
4364,6305.71
4365,5827.435
4366,4590.089
4367,3360.0078
4368,2980.0527
4369,2813.3118
4370,2183.3442
4371,1442.6218
4372,761.0253
4373,584.8262
4374,495.36722
4375,512.857
4376,996.7554
4377,2919.9956
4378,5425.471
4379,5934.56
4380,5610.997
4381,4948.581
4382,4582.0215
4383,4838.5825
4384,5059.038
4385,4973.805
4386,5293.4565
4387,5668.7397
4388,6299.837
4389,5898.3433
4390,4582.196
4391,3454.6582
4392,3026.6677
4393,2765.9858
4394,2012.3219
4395,1401.892
4396,772.8158
4397,570.88184
4398,482.58133
4399,481.933
4400,988.385
4401,2873.2654
4402,5415.189
4403,6156.291
4404,5613.9385
4405,4958.6787
4406,4613.076
4407,4845.03
4408,5110.4697
4409,5033.1396
4410,5326.377
4411,5623.4907
4412,6342.9463
4413,5875.3477
4414,4599.788
4415,3489.9656
4416,3070.328
4417,2977.6187
4418,2365.308
4419,1589.3936
4420,825.6441
4421,595.08905
4422,487.7483
4423,559.2578
4424,941.65576
4425,2667.2312
4426,5345.8447
4427,5976.262
4428,5535.8594
4429,5023.626
4430,4620.4316
4431,4905.9854
4432,5159.0596
4433,5168.296
4434,5429.581
4435,5539.1904
4436,5944.358
4437,5532.5244
4438,4709.292
4439,3628.9795
4440,3093.5762
4441,2977.5664
4442,2536.6067
4443,1823.8729
4444,1150.3778
4445,683.0835
4446,687.7701
4447,527.5171
4448,330.29422
4449,440.08163
4450,899.93317
4451,1886.0636
4452,2402.41
4453,2404.843
4454,3397.6755
4455,3335.2705
4456,3326.7446
4457,3697.5916
4458,3763.6172
4459,3724.862
4460,3753.7185
4461,3791.8408
4462,3502.8032
4463,4261.2734
4464,4272.987
4465,4283.67
4466,4457.2505
4467,4525.379
4468,4482.475
4469,4531.9077
4470,4627.892
4471,4494.812
4472,3973.3518
4473,3222.0845
4474,2875.9883
4475,2853.127
4476,2904.5073
4477,2936.1711
4478,2887.5945
4479,2086.2683
4480,1344.2876
4481,807.24524
4482,591.35956
4483,334.40906
4484,314.24646
4485,560.9144
4486,1339.5337
4487,1677.9924
4488,2424.7737
4489,2938.2834
4490,3315.96
4491,3701.414
4492,3969.95
4493,4158.094
4494,4157.089
4495,4237.0244
4496,4284.0317
4497,4207.7407
4498,3545.5056
4499,3193.454
4500,2649.9497
4501,2191.4258
4502,1646.279
4503,1115.5795
4504,548.3159
4505,385.90085
4506,271.10995
4507,292.6315
4508,822.71967
4509,2701.506
4510,5158.4966
4511,5890.8096
4512,5298.4316
4513,4757.969
4514,4370.037
4515,4504.8877
4516,4774.472
4517,4717.61
4518,5042.954
4519,5458.296
4520,6066.926
4521,5641.532
4522,4283.07
4523,3107.7407
4524,2579.1445
4525,2352.4978
4526,1752.4912
4527,1093.162
4528,735.0135
4529,514.1467
4530,422.07858
4531,449.9217
4532,972.4224
4533,2826.4346
4534,5205.694
4535,6021.1016
4536,5391.8164
4537,4908.74
4538,4577.603
4539,4759.9336
4540,5070.3926
4541,4924.0835
4542,5253.979
4543,5567.143
4544,6306.1216
4545,5864.296
4546,4569.265
4547,3315.0183
4548,2922.5503
4549,2804.9734
4550,2162.768
4551,1398.0659
4552,728.3048
4553,512.9881
4554,420.3857
4555,458.39722
4556,939.10345
4557,2820.51
4558,5397.2866
4559,5899.555
4560,5552.431
4561,4901.932
4562,4541.584
4563,4802.1245
4564,5018.974
4565,4968.0405
4566,5295.806
4567,5688.9897
4568,6303.328
4569,5890.6357
4570,4578.4727
4571,3425.0054
4572,2934.0044
4573,2725.0776
4574,1947.7001
4575,1352.1074
4576,699.572
4577,490.82483
4578,377.89374
4579,422.79565
4580,894.56494
4581,2810.0178
4582,5368.4556
4583,6298.8604
4584,5583.0464
4585,4877.786
4586,4455.098
4587,4783.431
4588,5073.1733
4589,5040.5156
4590,5363.089
4591,5730.3696
4592,6251.519
4593,5821.242
4594,4536.4517
4595,3432.3628
4596,3430.7104
4597,2948.0776
4598,2904.6057
4599,2893.0215
4600,2841.6802
4601,2861.0654
4602,2848.1284
4603,2850.2239
4604,2213.0854
4605,2213.6963
4606,2237.3027
4607,2183.6177
4608,1389.8945
4609,1401.3492
4610,1384.7139
4611,1383.7377
4612,692.0196
4613,678.62634
4614,528.45544
4615,537.148
4616,389.18048
4617,400.02216
4618,452.10178
4619,459.0167
4620,449.6273
4621,844.31866
4622,832.99695
4623,830.372
4624,2531.7478
4625,2537.6094
4626,2544.705
4627,2523.4446
4628,5187.643
4629,5195.161
4630,5187.3643
4631,5827.797
4632,5841.067
4633,5766.4897
4634,5265.5996
4635,5277.184
4636,5262.7354
4637,4819.0146
4638,4826.2827
4639,4819.7573
4640,4390.5737
4641,4462.2686
4642,4454.899
4643,4696.478
4644,4769.1646
4645,4917.337
4646,4971.074
4647,4885.598
4648,4969.4824
4649,4977.554
4650,5133.1675
4651,5257.118
4652,5268.9688
4653,5517.987
4654,5609.401
4655,5464.656
4656,5911.7905
4657,5993.911
4658,5978.0186
4659,5593.684
4660,5599.94
4661,4444.0947
4662,4447.069
4663,3368.8206
4664,3396.7166
4665,2839.0835
4666,2852.074
4667,2847.0083
4668,2852.6138
4669,2489.823
4670,2512.086
4671,1704.4615
4672,1052.3967
4673,748.60236
4674,489.55112
4675,355.57007
4676,420.14233
4677,787.77484
4678,1767.5054
4679,2413.8926
4680,3351.6306
4681,3740.9888
4682,3771.6597
4683,4249.5415
4684,4440.072
4685,4436.191
4686,4483.503
4687,4536.747
4688,4569.202
4689,4470.297
4690,3889.7812
4691,3285.1907
4692,2785.9102
4693,2842.0408
4694,2861.2585
4695,2028.9259
4696,1217.1123
4697,766.4689
4698,531.27985
4699,342.01328
4700,329.1129
4701,534.5538
4702,1231.2892
4703,1620.1989
4704,2305.685
4705,2868.3137
4706,3237.6912
4707,3715.476
4708,4005.618
4709,4207.2017
4710,4148.6753
4711,4246.602
4712,4228.0425
4713,4236.4014
4714,4213.0654
4715,4214.5693
4716,3470.4648
4717,3195.5125
4718,2640.6794
4719,2186.4446
4720,2176.2927
4721,1641.6649
4722,1645.5408
4723,1084.995
4724,1092.2831
4725,1075.0258
4726,524.9579
4727,333.5855
4728,231.15907
4729,270.77957
4730,772.77747
4731,2594.8335
4732,5072.9604
4733,5782.91
4734,5198.477
4735,4620.033
4736,4324.3228
4737,4449.36
4738,4451.4243
4739,4705.709
4740,4708.0103
4741,4703.495
4742,4710.2524
4743,4640.507
4744,4636.9116
4745,4651.538
4746,4973.6177
4747,5414.607
4748,6035.4727
4749,5604.043
4750,4106.5186
4751,2905.6611
4752,2345.2717
4753,2205.5967
4754,1775.7181
4755,1001.3442
4756,684.0192
4757,506.43155
4758,387.65073
4759,470.34818
4760,921.1485
4761,2734.6897
4762,5133.6895
4763,5690.0386
4764,5262.8135
4765,4815.0605
4766,4455.8306
4767,4635.3193
4768,4894.5293
4769,4862.0386
4770,5187.31
4771,5592.809
4772,6225.803
4773,5683.2773
4774,4430.7314
4775,3241.3394
4776,2840.3552
4777,2729.0913
4778,2295.4036
4779,1438.7812
4780,807.2149
4781,614.8471
4782,484.93362
4783,616.8522
4784,1067.8535
4785,2875.8962
4786,5427.246
4787,6076.7993
4788,5516.805
4789,4726.839
4790,4348.553
4791,4627.2886
4792,4800.5483
4793,4849.398
4794,5035.996
4795,5142.7046
4796,5477.5767
4797,5489.3135
4798,6048.8774
4799,6043.2383
4800,6038.9087
4801,5651.7075
4802,5656.4863
4803,5647.138
4804,5640.811
4805,4353.9053
4806,4367.3228
4807,4364.2207
4808,4364.9307
4809,3251.4255
4810,3217.5227
4811,3241.5403
4812,2790.7234
4813,2792.7322
4814,2785.1199
4815,2596.5732
4816,2584.8157
4817,1809.816
4818,1864.7975
4819,1248.5734
4820,638.87805
4821,441.08542
4822,353.28534
4823,354.85776
4824,435.67276
4825,441.53604
4826,866.5119
4827,855.8803
4828,2728.0588
4829,2739.3574
4830,5262.9717
4831,5218.597
4832,6205.7554
4833,6196.2188
4834,5357.808
4835,5369.0464
4836,4851.498
4837,4491.3564
4838,4748.9316
4839,5013.5728
4840,4949.7407
4841,5298.4116
4842,5665.9644
4843,6236.368
4844,5802.8433
4845,4568.5693
4846,3404.9958
4847,2923.211
4848,2892.6743
4849,2278.2317
4850,1506.9232
4851,727.4791
4852,582.33105
4853,447.04138
4854,483.5735
4855,893.88306
4856,2645.453
4857,5305.5664
4858,6206.659
4859,5472.931
4860,4996.9556
4861,4647.313
4862,4839.4375
4863,5017.1543
4864,4973.542
4865,5268.6167
4866,5546.6714
4867,5920.703
4868,5927.7134
4869,5934.6123
4870,5458.698
4871,5579.528
4872,5541.584
4873,4357.499
4874,4399.464
4875,4404.7886
4876,3298.0623
4877,3325.6528
4878,2706.9133
4879,2778.2993
4880,2702.542
4881,2468.0796
4882,1617.1201
4883,996.04517
4884,562.0783
4885,350.06686
4886,224.616
4887,314.01227
4888,605.2729
4889,612.73645
4890,1595.018
4891,2323.554
4892,3206.2966
4893,3160.766
4894,3589.968
4895,3601.8435
4896,3677.639
4897,3672.3647
4898,4181.7017
4899,4395.2705
4900,4375.9463
4901,4448.312
4902,4431.175
4903,4501.951
4904,4488.4844
4905,4377.971
4906,4398.233
4907,3790.6982
4908,3795.765
4909,3784.957
4910,3220.5293
4911,3218.0935
4912,2655.367
4913,2732.7876
4914,2770.8625
4915,2772.4617
4916,2814.9397
4917,2830.1675
4918,2809.5625
4919,1895.769
4920,1933.3616
4921,1212.6836
4922,1152.9767
4923,1139.905
4924,684.5758
4925,677.7174
4926,677.841
4927,632.19995
4928,614.5826
4929,459.06036
4930,458.2707
4931,452.821
4932,206.0375
4933,205.504
4934,184.47757
4935,235.16942
4936,278.47314
4937,502.23608
4938,515.0154
4939,472.54865
4940,1167.7085
4941,1146.0161
4942,1684.1492
4943,2349.1707
4944,2907.6838
4945,3174.8833
4946,3518.3313
4947,3741.951
4948,4024.0935
4949,3986.1018
4950,4123.29
4951,4046.5127
4952,4063.9836
4953,3326.689
4954,2812.986
4955,2499.288
4956,2165.9119
4957,1792.8966
4958,1134.8152
4959,499.3672
4960,376.5831
4961,237.46063
4962,356.00922
4963,808.37506
4964,2590.0493
4965,5128.9478
4966,5885.685
4967,5288.0093
4968,4673.4287
4969,4342.326
4970,4452.073
4971,4614.029
4972,4622.2134
4973,4961.882
4974,5232.16
4975,5897.08
4976,5451.0576
4977,4127.2764
4978,2863.6328
4979,2583.5498
4980,2350.5383
4981,1972.1024
4982,1253.2075
4983,815.03516
4984,649.1217
4985,506.56207
4986,640.9903
4987,1114.2277
4988,2783.0037
4989,5230.7427
4990,5712.519
4991,5314.899
4992,4833.7524
4993,4500.9517
4994,4757.8555
4995,4943.0034
4996,4867.9023
4997,5242.587
4998,5628.27
4999,6272.338
5000,5741.743
5001,4483.0327
5002,3329.2615
5003,2881.5647
5004,2748.7473
5005,2360.1558
5006,1514.3997
5007,875.9566
5008,643.3436
5009,625.3962
5010,1140.4288
5011,2907.475
5012,5469.6646
5013,6134.5596
5014,5662.2593
5015,4995.516
5016,4482.2
5017,4776.8706
5018,5045.5317
5019,4975.2876
5020,5280.496
5021,5673.748
5022,6306.0664
5023,5925.587
5024,4572.0063
5025,3525.1907
5026,3032.9011
5027,2741.7642
5028,2160.8564
5029,1391.3387
5030,675.9178
5031,569.7037
5032,600.12787
5033,1035.1917
5034,2767.7769
5035,5234.425
5036,5970.8755
5037,5306.188
5038,4957.73
5039,4381.447
5040,4780.2964
5041,4991.8115
5042,5006.2627
5043,5305.307
5044,5683.653
5045,6244.3364
5046,5813.938
5047,4564.296
5048,3451.7627
5049,2914.2163
5050,2817.6162
5051,2434.8152
5052,1532.6295
5053,1644.9808
5054,552.2922
5055,471.17188
5056,507.88876
5057,885.41455
5058,2509.8823
5059,5180.197
5060,6110.3335
5061,5395.5605
5062,4930.746
5063,4595.3384
5064,4923.3364
5065,5000.805
5066,5022.7295
5067,5379.3716
5068,5749.5625
5069,6100.4106
5070,5709.8193
5071,4610.2905
5072,3483.315
5073,2832.8196
5074,2740.7458
5075,2415.8674
5076,1732.5137
5077,922.46
5078,1066.5786
5079,673.93787
5080,730.4379
5081,478.65045
5082,500.6279
5083,730.93066
5084,1644.2378
5085,2234.9556
5086,3152.3008
5087,3578.9026
5088,3692.866
5089,4084.412
5090,4304.8335
5091,4375.3247
5092,4366.7114
5093,4393.8296
5094,4483.706
5095,4422.1616
5096,3823.2124
5097,3255.8804
5098,2762.6401
5099,2852.8877
5100,2923.0994
5101,2057.1653
5102,1260.7479
5103,825.902
5104,563.5671
5105,449.81732
5106,262.14185
5107,217.40787
5108,580.63025
5109,1213.5685
5110,1580.2965
5111,2196.8481
5112,2779.1206
5113,2821.9033
5114,3201.5298
5115,3473.6133
5116,3720.4856
5117,3963.3896
5118,3971.4622
5119,4181.9624
5120,4222.5273
5121,4124.038
5122,3303.561
5123,2907.44
5124,2502.1106
5125,2139.0146
5126,1689.7974
5127,1042.5472
5128,504.80756
5129,348.60306
5130,260.44226
5131,232.76353
5132,326.65863
5133,770.38135
5134,2581.85
5135,5141.3364
5136,5806.308
5137,5393.1763
5138,4644.636
5139,4183.759
5140,4159.882
5141,4472.4263
5142,4713.106
5143,4683.293
5144,4981.799
5145,5364.6636
5146,5995.255
5147,5588.265
5148,4272.4194
5149,2982.5195
5150,2546.107
5151,2267.2803
5152,2283.585
5153,1720.2407
5154,1750.1656
5155,1046.1941
5156,1045.3212
5157,603.5072
5158,602.5873
5159,394.45035
5160,403.2713
5161,288.45355
5162,257.61353
5163,361.966
5164,822.1302
5165,2712.4219
5166,5143.937
5167,5736.246
5168,5388.5747
5169,5353.497
5170,4784.891
5171,4773.3325
5172,4762.3257
5173,4399.254
5174,4407.3345
5175,4615.7812
5176,4918.0586
5177,4876.3164
5178,4777.4062
5179,5093.1597
5180,5374.3984
5181,5472.793
5182,6170.3984
5183,6236.002
5184,5803.215
5185,5820.346
5186,5788.298
5187,4408.6836
5188,3163.8083
5189,3192.528
5190,2802.2637
5191,2789.7463
5192,2771.9224
5193,2635.1758
5194,2657.1243
5195,2617.6216
5196,1962.3354
5197,1991.3209
5198,2015.2424
5199,1263.2471
5200,1266.5173
5201,1223.9098
5202,1224.0178
5203,630.236
5204,636.9236
5205,677.33746
5206,659.83905
5207,470.9695
5208,427.09238
5209,415.83575
5210,425.12946
5211,388.71048
5212,377.66016
5213,384.70615
5214,873.7527
5215,856.92084
5216,863.5941
5217,2775.9382
5218,5305.5493
5219,5894.6406
5220,5479.353
5221,4875.6147
5222,4388.0317
5223,4705.15
5224,4940.733
5225,4864.0967
5226,5194.8325
5227,5572.929
5228,6188.6387
5229,5797.2656
5230,4493.9067
5231,3347.1477
5232,2960.0386
5233,2767.2815
5234,2166.4458
5235,1418.6085
5236,735.0446
5237,544.52277
5238,467.01282
5239,510.10617
5240,982.939
5241,2819.664
5242,5244.7554
5243,6005.0967
5244,5317.023
5245,4872.8413
5246,4518.6484
5247,4770.2793
5248,4964.336
5249,4916.452
5250,5240.791
5251,5595.711
5252,6190.617
5253,5746.7256
5254,4531.442
5255,3395.4216
5256,2922.345
5257,2923.6055
5258,2460.0994
5259,1604.5693
5260,766.89685
5261,605.3961
5262,438.78818
5263,498.43036
5264,873.5568
5265,2526.1885
5266,5188.138
5267,5834.0464
5268,5219.14
5269,5224.726
5270,5228.5205
5271,4787.5693
5272,4801.471
5273,4793.2354
5274,4420.63
5275,4428.4917
5276,4420.285
5277,4734.459
5278,4772.65
5279,4759.1787
5280,4997.238
5281,4993.998
5282,4980.1973
5283,4984.962
5284,4984.8545
5285,5008.8125
5286,4985.564
5287,5199.127
5288,5268.055
5289,5279.832
5290,5248.913
5291,5570.542
5292,5592.9507
5293,5586.29
5294,5995.2363
5295,5989.7637
5296,6007.917
5297,5609.0625
5298,5609.805
5299,4473.0195
5300,4470.4507
5301,3384.2454
5302,2889.1497
5303,2798.5322
5304,2392.863
5305,2440.163
5306,1717.1127
5307,897.89966
5308,856.59973
5309,796.3319
5310,445.43036
5311,462.46796
5312,200.81279
5313,46.368202
5314,61.12936
5315,441.0601
5316,1413.2476
5317,2079.7163
5318,3088.36
5319,3488.1472
5320,3548.6257
5321,4020.8003
5322,4223.125
5323,4304.364
5324,4276.7544
5325,4312.0625
5326,4378.766
5327,4229.0615
5328,3768.568
5329,3129.186
5330,2695.1794
5331,2730.17
5332,2743.5173
5333,1916.7236
5334,1277.3462
5335,774.6792
5336,598.04395
5337,421.03867
5338,410.0346
5339,675.50146
5340,1327.0184
5341,1612.8411
5342,2436.1882
5343,2943.551
5344,3302.5227
5345,3705.5063
5346,3782.948
5347,4023.0984
5348,4167.976
5349,4261.462
5350,4271.762
5351,4118.585
5352,3343.3928
5353,2861.7625
5354,2471.5325
5355,2121.2976
5356,1674.2563
5357,1099.8729
5358,530.16846
5359,432.93665
5360,219.98624
5361,397.93942
5362,807.44464
5363,2632.3333
5364,5118.7964
5365,5895.9395
5366,5325.8867
5367,4693.6797
5368,4351.8945
5369,4390.5107
5370,4777.5854
5371,4713.4985
5372,5055.199
5373,5403.7812
5374,6064.47
5375,5587.5664
5376,4319.005
5377,3085.9104
5378,2692.5093
5379,2407.647
5380,1808.494
5381,1180.9573
5382,782.66797
5383,541.0536
5384,449.017
5385,525.0732
5386,972.9123
5387,2902.5312
5388,5129.197
5389,5691.364
5390,5449.005
5391,4936.339
5392,4491.509
5393,4715.269
5394,4986.849
5395,5029.325
5396,5402.7046
5397,5688.8716
5398,6436.441
5399,5877.52
5400,4611.3853
5401,3414.2725
5402,2946.1953
5403,2902.875
5404,2352.4944
5405,1517.99
5406,828.9944
5407,652.5284
5408,540.44507
5409,636.076
5410,1095.8975
5411,2829.9836
5412,5411.7856
5413,5954.8994
5414,5630.7896
5415,4957.8057
5416,4583.264
5417,4863.4326
5418,5002.252
5419,4997.188
5420,5200.031
5421,5528.313
5422,6217.1704
5423,5858.186
5424,4510.0786
5425,3226.3733
5426,2973.6045
5427,2730.209
5428,2070.2688
5429,1214.3799
5430,25.32477
5431,-459.65906
5432,-635.41656
5433,-658.48016
5434,-155.88866
5435,1646.538
5436,4165.047
5437,4783.462
5438,4107.9795
5439,3789.5034
5440,3432.189
5441,3670.721
5442,3841.0981
5443,3860.251
5444,4223.438
5445,4464.066
5446,4928.1035
5447,4484.6704
5448,3301.5767
5449,2367.2896
5450,1921.8577
5451,1649.4991
5452,1253.6774
5453,429.382
5454,370.87054
5455,102.1924
5456,44.67546
5457,94.426384
5458,418.27786
5459,1982.9363
5460,4792.175
5461,5360.957
5462,4835.93
5463,4463.7944
5464,4085.8167
5465,4374.528
5466,4526.9536
5467,4616.8027
5468,4800.268
5469,4978.4683
5470,4928.8184
5471,5271.8496
5472,5309.4917
5473,5097.3955
5474,4128.8677
5475,3090.6294
5476,2623.7446
5477,2431.3613
5478,1989.674
5479,1274.2324
5480,745.81274
5481,308.08243
5482,185.99738
5483,-12.385085
5484,14.789099
5485,369.94437
5486,1347.5709
5487,1891.6091
